순번,지역,조회지역,업종,분야,상호,대표자,우편번호,본사주소,전화번호
1333,부산,금정구,공사업,전문,(주)국제플랜트,최진영,46299,부산광역시 금정구 금강로 179  (장전동) .,051-583-0111
1334,부산,금정구,공사업,전문,(주)정진설비,김종배,46202,부산광역시 금정구 중앙대로 2339 (노포동),051-515-8851
1335,부산,금정구,공사업,전문,(주)유천소방,김종부,46201,"부산광역시 금정구 청룡예전로 74 103동 906호(청룡동, 경동아파트)",051-508-6446
1336,부산,금정구,공사업,전문,(주)세종방재,김은경,46227,부산광역시 금정구 중앙대로1985번길 11-2  (남산동) .,051-517-3196
1337,부산,금정구,공사업,전문,(주)미래,박기수,46311,"부산광역시 금정구 동현로16번길 83 , 4층(부곡동, 미래빌딩)",051-555-7218
1338,부산,금정구,공사업,전문,(주)대운방재,박성동,46217,부산광역시 금정구 금샘로566번길 38-1 1층(남산동),051-323-1193
1339,부산,금정구,공사업,전문,(주)아성엔지니어링,박대수,46216,부산광역시 금정구 중앙대로 2020 (남산동) 효산벨루스 1층,051-556-5119
1340,부산,금정구,공사업,전문,(주)은하,천상포,46206,부산광역시 금정구 체육공원로 655 (두구동),051-583-0851
1341,부산,금정구,공사업,전문,(주)세창건설,김재춘,46251,부산광역시 금정구 체육공원로 47 (구서동) 3층,051-503-6927
1342,부산,금정구,공사업,전문,주식회사 케이디기공,최낙경,46206,부산광역시 금정구 대두로19번길 23-4 (두구동) .,051-627-4393
1343,부산,금정구,공사업,전문,(주)동신설비,설동진,46217,부산광역시 금정구 청룡로 65 (남산동) .,051-583-5271
1344,부산,금정구,공사업,전문,이루소(주),이루소,46285,"부산광역시 금정구 금정로 93 ,2층(장전동)",051-758-5505
1345,부산,금정구,공사업,전문,주식회사 경종,고진순,46264,부산광역시 금정구 서금로86번길 12-1 (금사동),051-532-1119
1346,부산,금정구,공사업,전문,(주)엘에스엔지니어링,이종영,46218,부산광역시 금정구 금강로754번길 13 제2층 201호 (청룡동),051-711-8916
1347,부산,금정구,공사업,전문,주식회사 영신기전,이문규,46215,"부산광역시 금정구 금단로 113-7 2층 (남산동, 우남상가)",051-517-0427
1348,부산,금정구,공사업,전문,(주)금정소방,조진호,46229,부산광역시 금정구 금강로 568 (구서동) 2층,051-514-0119
1349,부산,금정구,공사업,전문,주식회사 벽진엔지니어링,송유나,46206,부산광역시 금정구 대두로42번길 22 (두구동),051-756-5504
1350,부산,금정구,공사업,전문,(주)현산이엔지,여재숙,46299,부산광역시 금정구 식물원로 61-1 (장전동) 4층,051-505-0021
1351,부산,금정구,공사업,전문,(주)스마트 이엔지,전상희,46301,"부산광역시 금정구 식물원로9번길 15 (장전동, 장전삼정그린코아더베스트) 101동 705호",051-791-1197
1352,부산,금정구,공사업,전문,주식회사 영진기건,정순주,46253,"부산광역시 금정구 오륜대로 31 , 2층 (부곡동)",051-515-0480
1353,부산,금정구,공사업,전문,주식회사 해울소방기술,전효은,46206,부산광역시 금정구 체육공원로 539 (두구동) 1층,051-945-1119
1354,부산,금정구,공사업,전문,정진소방,홍순천,46206,부산광역시 금정구 두구로51번길 124  (두구동) ,051-921-1246
1355,부산,금정구,공사업,전문,(주)옥수기건,김정덕,46206,부산광역시 금정구 체육공원로 553-1 (두구동),051-862-9994
1356,부산,금정구,공사업,전문,에스에이치전력 주식회사,권기호,46215,"부산광역시 금정구 금단로 160 , 2층 205호(남산동)",051-583-9600
1357,부산,금정구,공사업,일반(전기),(주)케이방재,김창윤,46310,"부산광역시 금정구 부곡로42번길 36 , 201호(부곡동)",051-583-4692
1358,부산,금정구,공사업,전문,(주)다래이앤씨,이은자,46306,"부산광역시 금정구 오시게로54번길 12 , 상가동 301호(부곡동, 경보온천타워)",051-583-8400
1359,부산,금정구,공사업,전문,주식회사 이도소방,박성진,46214,"부산광역시 금정구 금단로 202 ,2층(남산동, 한남빌딩)",051-714-3193
1360,부산,금정구,공사업,전문,주식회사 송신전력,송태곤,46328,부산광역시 금정구 서동로194번길 80 (서동),051-758-8133
1361,부산,금정구,공사업,전문,주식회사 대영소방엔지니어링,김종상,46334,"부산광역시 금정구 삼어로 224 , 2층(금사동)",070-8822-6119
1362,부산,기장군,공사업,전문,용화전기(주),임정식,46056,부산광역시 기장군 기장읍 차성로412번길 32 .,051-724-3095
1363,부산,기장군,공사업,전문,천광전업(주),천광명,46033,부산광역시 기장군 좌천5길 9 .,051-727-9055
1364,부산,기장군,공사업,전문,(주)금강이엔에프,임정혁,46046,"부산광역시 기장군 일광읍 화용길 172 , 1층",051-727-3961
1365,부산,기장군,공사업,전문,삼일전설(주),"김종인,김성준",46044,부산광역시 기장군 일광면 삼성2길 6 (삼양빌라 301호),051-722-3104
1366,부산,기장군,공사업,전문,(주)한성전기,신한운,46058,부산광역시 기장군 기장읍 배산로 26 .,051-722-5860
1367,부산,기장군,공사업,전문,금영전기(주),김석자,46033,부산광역시 기장군 장안읍 좌천1길 34 (),051-727-5804
1368,부산,기장군,공사업,전문,대경기술(주),임영하,46080,부산광역시 기장군 청강로85번길 16 (),051-722-0855
1369,부산,기장군,공사업,전문,(주)고신전기,손상림,46047,부산광역시 기장군 일광면 화용길 49 .,051-722-5862
1370,부산,기장군,공사업,전문,(주)가인이엔지,김태웅,46032,"부산광역시 기장군 장안읍 장안로 8 , 4층",051-861-7919
1371,부산,기장군,공사업,일반(전기),성보전기공업(주),배영호,46020,부산광역시 기장군 정관읍 정관로 929-9 .,051-529-0001
1372,부산,기장군,공사업,전문,(주)수원전기,이남희,46047,부산광역시 기장군 일광면 화용길 49  .,051-722-5860
1373,부산,기장군,공사업,전문,(주)정관소방,이향숙,46024,부산광역시 기장군 정관읍 달산2길 2 1층,051-727-4119
1374,부산,기장군,공사업,전문,대지전설 주식회사,이주숙,46040,부산광역시 기장군 일광읍 일광로 549-67 .,051-724-3096
1375,부산,기장군,공사업,전문,부성ENG,이지용,46069,부산광역시 기장군 기장읍 차성로253번길 30 2층,051-918-7988
1376,부산,기장군,공사업,전문,주식회사 금강이앤지,강기용,46056,부산광역시 기장군 기장읍 차성로418번길 39 .,051-554-6119
1377,부산,기장군,공사업,전문,이성씨엔아이 주식회사,"박기선,이명춘",46038,부산광역시 기장군 장안읍 의과학2로 78 .,051-724-8031
1378,부산,기장군,공사업,전문,주식회사 세종이엔지,박대수,46056,부산광역시 기장군 기장읍 차성로404번길 57 .,051-631-0750
1379,부산,기장군,공사업,전문,(주)동진소방,설형례,46058,부산광역시 기장군 기장읍 배산로8번길 48 에이동,051-722-8953
1380,부산,기장군,공사업,전문,주식회사 남일소방,박인화,46073,부산광역시 기장군 기장읍 차성로190번길 25 .,051-758-1119
1381,부산,기장군,공사업,전문,주식회사 케이에프한국소방,정현,46068,"부산광역시 기장군 기장읍 차성남로 8-9 , 에이동(기장읍)",051-724-6118
1382,부산,기장군,공사업,전문,주식회사 지광,박행제,46036,"부산광역시 기장군 장안읍 길천2길 10-1 , 2층",051-758-0407
1383,부산,남구,공사업,전문,주식회사 유경엔지니어링,"김광환,김성운",48533,부산광역시 남구 유엔평화로76번길 38 (대연동) .,051-628-0047
1384,부산,남구,공사업,전문,(주)대한이엔지,"박대지,조성진",48403,부산광역시 남구 황령대로74번길 72  (문현동) .,051-633-2119
1385,부산,남구,공사업,전문,(주)현대엔지니어링,김민재,48403,"부산광역시 남구 황령대로74번길 72 ,4층(문현동, 대한빌딩)",051-638-0222
1386,부산,남구,공사업,전문,성창이엔지(주),권영달,48510,부산광역시 남구 황령대로492번길 66  .,051-624-0114
1387,부산,남구,공사업,전문,(주)동우소방,여연덕,48578,부산광역시 남구 용호로109번길 32 (용호동) 2층,051-627-6119
1388,부산,남구,공사업,전문,종로전기(주),"박동천,박진우",48429,부산광역시 남구 못골번영로 41  (대연동) .,051-611-2233
1389,부산,남구,공사업,전문,(주)한국소방,허보혜,48531,"부산광역시 남구 유엔평화로 165 ,303호(용당동, 광덕빌딩)",051-644-9119
1390,부산,남구,공사업,전문,광진개발(주),최재호,48429,부산광역시 남구 못골번영로 41 102호(대연동),051-744-2564
1391,부산,남구,공사업,전문,(주)대산,"김곡지,최종규",48437,부산광역시 남구 진남로 50 .,051-611-5004
1392,부산,남구,공사업,전문,(주)골드이엔지,현규섭,48494,"부산광역시 남구 유엔로 127-2 (대연동,대성맨션) 상가동 110호",051-818-7341
1393,부산,남구,공사업,전문,(주)성창산업설비,이창봉,48403,부산광역시 남구 황령대로74번길 58  (문현동) .,051-632-3142
1394,부산,남구,공사업,전문,극동건설(주),박용득,48434,"부산광역시 남구 수영로 295 , 세웅빌딩501호(대연동)",02-2280-6232
1395,부산,남구,공사업,전문,(주)티이씨,박병기,48412,부산광역시 남구 전포대로 46-2  (문현동) .,051-635-0482
1396,부산,남구,공사업,전문,유경산업,김봉주,48522,부산 남구 용호1동 40-25 번지,051-627-5881
1397,부산,남구,공사업,전문,(주)삼희종합건설,김기영,48475,부산광역시 남구 자성로 152 (문현동 815 한일O/T 1115),051-989-2551
1398,부산,남구,공사업,전문,(주)영인소방,권영광,48457,"부산광역시 남구 동제당로 4  2층,(문현동) ",051-638-0119
1399,부산,남구,공사업,전문,엘티삼보 주식회사,이상덕,48475,"부산광역시 남구 자성로 152 (문현동, 한일오피스텔) 715호",051-646-8600
1400,부산,남구,공사업,전문,(주)덕민전기,최영료,48476,부산광역시 남구 우암로374번길 9 (문현동),051-644-6400
1401,부산,남구,공사업,전문,주식회사 한성소방이엔지,정재중,48549,"부산광역시 남구 양지골로 152 (감만동, 유창그린아파트) 5동 1-1호",051-865-7119
1402,부산,남구,공사업,전문,(주)연합전설,박찬주,48456,"부산광역시 남구 수영로 18-8 (문현동, 삼한 사랑채) 501호",051-626-9629
1403,부산,남구,공사업,전문,주식회사 진창이앤씨,이점환,48426,부산광역시 남구 황령대로319번가길 190-6 상가동306호(대연동),051-624-1403
1404,부산,남구,공사업,전문,(주)동광소방,김기용,48410,부산광역시 남구 고동골로59번길 52-10 (문현동),051-553-3119
1405,부산,남구,공사업,전문,(주)태림개발,강남규,48465,"부산광역시 남구 지게골로 52-15 (문현동, 벽산한성기린아파트) 상가동 2101호",051-633-3775
1406,부산,남구,공사업,전문,(주)효산개발,박철우,48403,"부산광역시 남구 황령대로74번길 72 , 3층(문현동)",051-638-0225
1407,부산,남구,공사업,전문,주식회사 효산엔지니어링,박대지,48403,"부산광역시 남구 황령대로74번길 72 , 2층(문현동)",051-638-0222
1408,부산,남구,공사업,전문,(주)창조소방,박민호,48413,"부산광역시 남구 고동골로59번길 76 , 1층(문현동)",051-784-0119
1409,부산,남구,공사업,전문,(주)세원엔지니어링,배미연,48482,"부산광역시 남구 우암로154번길 57 (우암동,25 우암자유아파트) 제상가동 제2층 제202호",051-501-7696
1410,부산,남구,공사업,전문,성우소방이엔지 주식회사,심창조,48401,"부산광역시 남구 전포대로 71 , 401호(문현동, 호암빌딩)",051-634-1190
1411,부산,남구,공사업,전문,주식회사 진아이엔지,박대지,48403,"부산광역시 남구 황령대로74번길 72 , 6층(문현동)",051-638-0225
1412,부산,남구,공사업,전문,주식회사 윤성,한호진,48557,"부산광역시 남구 무민사로 13 , 1009호(감만동, 판테라오피스텔)",051-639-5119
1413,부산,남구,공사업,전문,주식회사 현산테크,옥동민,48557,"부산광역시 남구 무민사로 13 , 17층 1707호(감만동, 판테라오피스텔)",051-633-8335
1414,부산,남구,공사업,전문,주식회사 금성전력,최헌욱,48429,부산광역시 남구 못골번영로 57 (대연동),051-907-7891
1415,부산,동구,공사업,전문,(주)유경기업,"이재근,이재진",48791,"부산광역시 동구 고관로 90 , 베스안오션뷰302호(수정동)",051-895-1700
1416,부산,동구,공사업,전문,(주)참조은이엔지,강낙관,48730,부산광역시 동구 중앙대로296번길 3-2  (초량동) 경교빌딩 2층,051-467-8119
1417,부산,동구,공사업,전문,효한전기(주),홍순선,48792,부산광역시 동구 중앙대로 287  (초량동) 3층,051-468-0937
1418,부산,동구,공사업,전문,(주)에이스이엔지,"이동관,황순한",48742,"부산광역시 동구 자성로141번길 11 (범일동, 삼환오피스텔)1501호",051-867-4739
1419,부산,동구,공사업,전문,(주)삼원이엔씨,박동일,48739,부산광역시 동구 자성로133번길 45-1  (범일동) 301호,051-647-5396
1420,부산,동구,공사업,전문,우신종합건설(주),한준우,48738,부산광역시 동구 조방로 27  (범일동) .,051-647-6361
1421,부산,동구,공사업,전문,(주)보명전력,김광현,48702,부산광역시 동구 망양로875번길 13  (범일동) .,051-638-1336
1422,부산,동구,공사업,전문,(주)삼정시스템,이이식,48729,부산광역시 동구 중앙대로320번길 7-8 (초량동) 대양빌딩 202호,051-525-1841
1423,부산,동구,공사업,전문,범양건영(주),강병주,48795,"부산광역시 동구 초량중로 114 (초량동, 범양레우스 센트럴베이) 105동 비102호, 비104호",051-711-7555
1424,부산,동구,공사업,전문,(주)아주소방,전유준,48770,부산광역시 동구 진성로 64 (좌천동) 101호,051-631-3500
1425,부산,동구,공사업,전문,(주)명성이엔씨,정경태,48739,"부산광역시 동구 자유평화로 32 , 3층(범일동, 화신빌딩)",051-644-9134
1426,부산,동구,공사업,전문,에이치씨디 주식회사,허채도,48821,"부산광역시 동구 중앙대로180번길 13 (초량동,오피스텔프레지던트) 104호",051-266-7167
1427,부산,동구,공사업,전문,주식회사 에스엠씨,문성배,48782,"부산광역시 동구 수정중로11번길 29 , 2층(수정동)",051-461-0388
1428,부산,동구,공사업,전문,(주)이도이엔지,강선호,48742,"부산광역시 동구 자성로133번길 6 , 104동 2층 3202호 (범일동, 진흥 마제스타워)",051-912-1551
1429,부산,동래구,공사업,전문,(주)남양기술,김철규,47755,부산광역시 동래구 충렬대로321번길 7-2 (안락동),051-524-1190
1430,부산,동래구,공사업,전문,(주)경원소방,문성환,47825,부산광역시 동래구 미남로116번길 86 (온천동),051-343-2072
1431,부산,동래구,공사업,전문,(합)동아소방설비공사,김태용,47905,부산광역시 동래구 연안로52번길 99-3 (안락동),051-527-2119
1432,부산,동래구,공사업,전문,(주)티엠에스,이동진,47884,부산광역시 동래구 수안로8번길 1  (수안동) .,051-555-9600
1433,부산,동래구,공사업,전문,합자회사 기전사,성환규,47838,부산광역시 동래구 여고북로33번길 35 (온천동) .,051-504-4600
1434,부산,동래구,공사업,전문,(주)영남전력,장병찬,47847,부산광역시 동래구 쇠미로 196-1  (온천동) .,051-554-9505
1435,부산,동래구,공사업,전문,주식회사 수우,박철수,47718,부산광역시 동래구 쇠미로217번길 22 (온천동) (),051-504-3558
1436,부산,동래구,공사업,전문,희성전력(주),송재윤,47733,부산광역시 동래구 충렬대로125번길 24  (온천동) .,051-557-7177
1437,부산,동래구,공사업,전문,(주)일신기전,이성복,47809,부산광역시 동래구 동래로 112 (명륜동),051-558-5455
1438,부산,동래구,공사업,전문,(주)윤호건설,윤용근,47846,부산광역시 동래구 아시아드대로255번가길 8-8 (온천동) 한사랑아파트상가 301호,051-502-8918
1439,부산,동래구,공사업,전문,(주)효승이엔지,김재정,47879,부산광역시 동래구 낙민로 8-5 (낙민동),051-555-7050
1440,부산,동래구,공사업,전문,(주)국제소방,장태규,607-100,부산광역시 동래구 안락동 494-6,051-522-5119
1441,부산,동래구,공사업,전문,(주)신양종합전기,임선국,47889,부산광역시 동래구 안연로102번길 3  (안락동) ,051-506-4290
1442,부산,동래구,공사업,전문,(주)동아이엔지,김학희,47830,부산광역시 동래구 여고북로 144 2층(사직동),051-723-0139
1443,부산,동래구,공사업,전문,(주)동천산업,곽기융,47900,부산광역시 동래구 온천천로471번가길 18-3 (안락동) 2층,051-532-6119
1444,부산,동래구,공사업,전문,(주)진화소방,김판범,47718,"부산광역시 동래구 쇠미로221번길 13 , 상가동1층101호(온천동, 삼협아파트)",051-516-0119
1445,부산,동래구,공사업,전문,(주)가야소방,김병진,47857,부산광역시 동래구 석사북로 31-1  (사직동) .,051-504-0950
1446,부산,동래구,공사업,전문,장안기업(주),장동명,47841,부산광역시 동래구 여고북로 66  (사직동) .,051-817-5253
1447,부산,동래구,공사업,전문,(주)박전사,신세하,47742,부산광역시 동래구 명륜로 195-1  (명륜동) .,051-554-9929
1448,부산,동래구,공사업,전문,(주)동경이엔지,권영훈,47891,부산광역시 동래구 충렬대로428번가길 30-4  (안락동) .,051-523-6901
1449,부산,동래구,공사업,전문,(주)에이스방재,강민성,47889,"부산광역시 동래구 안연로110번길 32 , (안락동)",051-558-2119
1450,부산,동래구,공사업,전문,(주)삼협엔지니어링,이영석,47706,"부산광역시 동래구 금강로 69  (온천동, 온천프라자) 309호",051-554-8119
1451,부산,동래구,공사업,전문,(주)정우소방,최수용,47817,부산광역시 동래구 충렬대로202번가길 3 (수안동) 1층,051-975-8119
1452,부산,동래구,공사업,전문,(주)삼정기업,박정오,47718,부산광역시 동래구 쇠미로 222-13 (온천동),051-580-4791
1453,부산,동래구,공사업,전문,(주)덕성건업,권상현,47832,"부산광역시 동래구 중앙대로1285번길 32 , 3층(사직동)",051-558-0982
1454,부산,동래구,공사업,전문,(주)대가산업개발,오우식,47826,부산광역시 동래구 충렬대로100번길 62-2  2층,051-502-9300
1455,부산,동래구,공사업,전문,(주)스마트이앤텍,이재화,47864,"부산광역시 동래구 사직북로 29-4 , 2층(사직동)",051-506-3629
1456,부산,동래구,공사업,전문,태영설비공영(주),정수선,47901,부산광역시 동래구 온천천로431번길 21-2 (안락동),051-714-1899
1457,부산,동래구,공사업,전문,주식회사 대정이엔지,권종학,47772,부산광역시 동래구 명장로20번길 40 (명장동) 2층,051-524-0119
1458,부산,동래구,공사업,전문,(주)희승이엔지,곽계정,47712,"부산광역시 동래구 금강로106번길 26 , 102동 401호(온천동, 온천동 한진스카이뷰)",051-818-7341
1459,부산,동래구,공사업,전문,주식회사 힘찬기업,윤희경,47787,부산광역시 동래구 충렬대로 365 (안락동) 403호,051-524-5575
1460,부산,동래구,공사업,전문,금영전기통신주식회사,김명준,47728,부산광역시 동래구 중앙대로1367번길 40 (온천동) 4층,051-722-9400
1461,부산,동래구,공사업,전문,주식회사 우정기술단,이해원,47754,부산광역시 동래구 충렬사로 36 (안락동) .,051-911-7119
1462,부산,동래구,공사업,전문,(주)금화소방,정왕헌,47889,부산광역시 동래구 안연로110번길 41 (안락동),051-441-1192
1463,부산,동래구,공사업,전문,(주)태승이앤지,임태강,47738,"부산광역시 동래구 삼성대길 16 , 203호(명륜동, 명륜소도베르크)",051-818-5090
1464,부산,동래구,공사업,전문,주식회사 제이아이이앤지,한재우,47826,부산광역시 동래구 충렬대로108번길 42 (온천동),051-305-2119
1465,부산,동래구,공사업,전문,(주)동상전력이엔지,이상한,47854,부산광역시 동래구 쇠미로 126 (사직동) 2층,051-552-9986
1466,부산,동래구,공사업,전문,(주)금샘방재,류희석,47784,"부산광역시 동래구 안락로 81 , 3층(안락동)",051-818-3333
1467,부산,동래구,공사업,전문,태현방재(주),권현미,47854,부산광역시 동래구 사직북로48번길 109 (온천동),051-808-5671
1468,부산,동래구,공사업,전문,(주)진성이앤지,김재환,47794,"부산광역시 동래구 명안로26번길 128 , 102호(안락동, 영광빌라아파트)",051-911-5205
1469,부산,동래구,공사업,전문,주식회사 세진기공,이창준,47742,부산광역시 동래구 동래로57번길 30-11 (명륜동),051-806-6442
1470,부산,동래구,공사업,전문,(주)미성건설,이강우,47832,"부산광역시 동래구 중앙대로1285번길 32 , 3층(사직동)",051-558-0983
1471,부산,동래구,공사업,전문,삼정건설 주식회사,고광현,47718,부산광역시 동래구 쇠미로 222-13 4층(온천동),051-580-4729
1472,부산,동래구,공사업,전문,주식회사 화신전력,김은아,47712,"부산광역시 동래구 온천장로65번길 9 , 108동 603호(온천동, 동래3차에스케이뷰)",051-757-8888
1473,부산,동래구,공사업,전문,주식회사 센텀전기,김하진,47847,부산광역시 동래구 석사북로95번길 60-3 (온천동),051-305-7656
1474,부산,동래구,공사업,전문,주식회사 성도이엔지,박판수,47750,"부산광역시 동래구 충렬사로 57 , 1층(명장동)",051-703-1599
1475,부산,동래구,공사업,전문,(주)더베스트이앤씨,박병진,47887,"부산광역시 동래구 온천천로337번길 25 , 3층(수안동, 해성퓨리즈빌딩)",051-557-4245
1476,부산,부산진구,공사업,전문,금사랑전력(주),이상윤,47126,부산광역시 부산진구 성지로93번길 21 (초읍동),051-803-7587
1477,부산,부산진구,공사업,전문,금용이엔지(주),박금용,47123,부산광역시 부산진구 동평로275번길 30  (연지동) .,051-818-3119
1478,부산,부산진구,공사업,전문,(주)유성종합설비,제환모,47306,부산광역시 부산진구 전포대로 174 3층(전포동),051-818-7980
1479,부산,부산진구,공사업,전문,남흥건설(주),문태경,47292,부산광역시 부산진구 중앙대로702번길 43  (부전동) .,051-818-1870
1480,부산,부산진구,공사업,전문,(주)부산진소방산업,진홍석,47211,부산광역시 부산진구 거제대로72번길 5  (양정동) .,051-852-1222
1481,부산,부산진구,공사업,전문,(주)성진설비,송안식,47362,부산광역시 부산진구 중앙번영로20번길 19 (범천동) 2층,051-622-2460
1482,부산,부산진구,공사업,전문,(주)대한소방이앤지,김성수,47161,부산광역시 부산진구 동평로39번길 17 (당감동) .,051-893-9119
1483,부산,부산진구,공사업,전문,(주)지정소방,김창호,47259,부산광역시 부산진구 개금온정로17번길 77 (개금동),051-312-4119
1484,부산,부산진구,공사업,전문,동부산엘리텍(주),정태영,47216,부산광역시 부산진구 중앙대로 964 (양정동),051-864-5225
1485,부산,부산진구,공사업,전문,(주)수성방재,윤재식,47127,"부산광역시 부산진구 성지로153번길 122 (초읍동, 대신빌라)",051-642-6119
1486,부산,부산진구,공사업,전문,(주)동해테크,조성욱,47339,부산광역시 부산진구 엄광로178번길 9 (가야동) .,051-525-5119
1487,부산,부산진구,공사업,전문,(주)가가이엔지,"김호협,장광회",47127,부산광역시 부산진구 새싹로210번길 6-16 (초읍동) .,051-643-6119
1488,부산,부산진구,공사업,전문,(주)온라이프건설,정근,47257,"부산광역시 부산진구 가야대로 767 ,11층(부전동, 정근안과병원빌딩)",051-583-0360
1489,부산,부산진구,공사업,전문,(주)동인,박수관,47125,"부산광역시 부산진구 성지로137번길 91 , 2층(초읍동)",051-507-5300
1490,부산,부산진구,공사업,전문,(주)동일,김달수,47353,부산광역시 부산진구 중앙대로621번길 624  (범천동) .,051-645-3994
1491,부산,부산진구,공사업,전문,(주)정엔지니어링,박정철,47101,부산광역시 부산진구 성지곡로51번길 27 (초읍동),051-507-0119
1492,부산,부산진구,공사업,전문,(주)한국유닉스,강혜숙,47282,"부산광역시 부산진구 신천대로 122 (부전동, 네오스포2층)",051-555-1195
1493,부산,부산진구,공사업,전문,(주)신우방재,김미선,47210,부산광역시 부산진구 거제천로18번길 32 2층(양정동),051-817-3119
1494,부산,부산진구,공사업,전문,신우플랜트(주),김성완,47334,"부산광역시 부산진구 엄광로 286 , 103동 지하1층 비-202호(가야동, 가야삼한사랑채아파트)",051-327-7091
1495,부산,부산진구,공사업,전문,(주)욱동방재,정정애,47287,"부산광역시 부산진구 부전로 56-1 , 비101호(부전동, 탑패밀리)",051-808-6906
1496,부산,부산진구,공사업,전문,제이에스이엔지(주),오석환,47289,"부산광역시 부산진구 서면로 10 , 2115호(부전동, 서면데시앙스튜디오오피스텔)",051-631-0658
1497,부산,부산진구,공사업,전문,진성설비(주),"우용길,박혁순",47330,"부산광역시 부산진구 가야대로588번길 17 3층(가야동, 소연빌딩)",051-806-0119
1498,부산,부산진구,공사업,전문,(주)알에이오엔,정현우,47138,"부산광역시 부산진구 동평로127번길 97 , 1층 101호(부암동)",051-942-6061
1499,부산,부산진구,공사업,전문,(주)유림E&C,손형관,47299,"부산광역시 부산진구 신천대로 7 (전포동, 서면더블루에스) 지하1층 101호",051-717-2100
1500,부산,부산진구,공사업,전문,(주)동부토건,손창옥,47284,"부산광역시 부산진구 가야대로 754 (부전동, 한솔폴라리스) 301호",051-867-8177
1501,부산,부산진구,공사업,전문,(주)신화이엔씨,심재식,47293,"부산광역시 부산진구 전포대로223번길 19 , 413호(전포동)",051-911-2117
1502,부산,부산진구,공사업,전문,(주)세정이엔지,윤정기,47369,부산광역시 부산진구 만리산로 14-1 (범천동),051-714-5566
1503,부산,부산진구,공사업,전문,(주)태양소방,김병재,47104,부산광역시 부산진구 새싹로 245 (초읍동) 2층,051-809-1190
1504,부산,부산진구,공사업,전문,(주)광진소방이엔씨,이광훈,47217,"부산광역시 부산진구 연수로 57 104호(양정동, 양정센텀)",051-531-1190
1505,부산,부산진구,공사업,전문,주식회사 우리전설,김남식,47284,"부산광역시 부산진구 부전로 43 , 1720호(부전동, 서면베르빌)",051-796-1914
1506,부산,부산진구,공사업,전문,주식회사 모던소방,박선영,47231,"부산광역시 부산진구 진남로356번길 86 (전포동, 화신아파트상가) 109호",051-804-0700
1507,부산,부산진구,공사업,전문,(주)우창소방,김은숙,47136,부산광역시 부산진구 당감로 98 (부암동),051-808-1195
1508,부산,부산진구,공사업,전문,(주)대명설비,김학원,47248,"부산광역시 부산진구 부전로 193 , 206호(부전동, 허브팰리스 서면)",051-804-3310
1509,부산,부산진구,공사업,전문,(주)화승이엔씨,진종규,47209,"부산광역시 부산진구 중앙대로979번길 6 (양정동, 뉴하이웰오피스텔) 203호",051-526-8202
1510,부산,부산진구,공사업,전문,(주)지호이엔지,박문영,47320,부산광역시 부산진구 복지로8번길 49 (개금동) 1층2호,051-894-7296
1511,부산,부산진구,공사업,일반(전기),선우전기,하순선,47211,부산광역시 부산진구 거제대로72번길 16 (양정동) .,051-866-5876
1512,부산,부산진구,공사업,전문,(주)이정이앤씨,박해복,47362,"부산광역시 부산진구 자유평화로37번길 67 (범천동, 두산위브센티움) 3층 301호",051-441-9070
1513,부산,부산진구,공사업,전문,(주)기산소방,김득현,47274,"부산광역시 부산진구 가야대로679번길 134 (당감동,당감동태화현대2차아파트) 제생활편익시설동 401호",051-895-2119
1514,부산,부산진구,공사업,전문,(주)동선,정두환,47284,"부산광역시 부산진구 부전로 43 1220호(부전동, 서면베르빌오피스텔)",051-464-9284
1515,부산,부산진구,공사업,전문,(주)부원이엔지,이승원,47259,부산광역시 부산진구 개금온정로34번길 13 (개금동) .,051-636-6774
1516,부산,부산진구,공사업,전문,창성전기 주식회사,허미숙,47264,부산광역시 부산진구 개금온정로26번가길 5 (개금동) .,051-898-9560
1517,부산,부산진구,공사업,전문,주식회사 디알종합건설,황의순,47355,"부산광역시 부산진구 황령대로30번길 68 401호 (범천동, 대동레미안센트럴시티)",051-631-2828
1518,부산,부산진구,공사업,전문,(주)시온방재,최종환,47110,"부산광역시 부산진구 초연로 11 (연지동, 연지자이2차) 218동 203호",051-995-0117
1519,부산,부산진구,공사업,전문,이앤에프 주식회사,박기완,47210,부산광역시 부산진구 거제천로18번길 32 (양정동) 3층,051-817-3119
1520,부산,부산진구,공사업,전문,주식회사 대진이엠씨,이정주,47193,"부산광역시 부산진구 서면문화로 59 (부암동, 스테빌리움) 203호",051-507-7335
1521,부산,부산진구,공사업,전문,주식회사 가야산업개발,김혜주,47272,부산광역시 부산진구 가야대로587번길 16 (가야동) .,051-894-3100
1522,부산,부산진구,공사업,전문,제일소방 주식회사,김미현,47319,"부산광역시 부산진구 가야대로408번길 24 , 2층(개금동)",051-711-2119
1523,부산,부산진구,공사업,일반(기계),(주)성일소방설비,조용방,47175,"부산광역시 부산진구 백양대로300번길 19 (개금동, 신개금엘지아파트) 101동 1803호",070-7576-4700
1524,부산,부산진구,공사업,전문,주식회사 이호이앤씨,황종규,47299,"부산광역시 부산진구 동천로 4 (전포동, 지오플레이스) 4층 제4020호",051-923-2504
1525,부산,부산진구,공사업,전문,주식회사 노노,장문석,47209,"부산광역시 부산진구 중앙대로 981 , 629호(양정동, 시청센트빌)",070-5118-4494
